Animal_ID,Species,Breed,Gender,Date_of_Birth,Current_Weight_kg,Daily_Feed_Intake_kg,Last_Vet_Visit_Date,Health_Status,Medication_Administered,Breeding_Status,Last_Breeding_Date,Number_of_Offspring
ANM_1005,Sheep,Dorper,Female,2021-10-14,41.33,1.24,2025-06-26,Healthy,,Pregnant,2024-08-18,0
ANM_1006,Goat,Beetal,Female,2022-07-03,32.18,0.78,2025-06-26,Healthy,,Not Bred,,0
ANM_1007,Chicken,Leghorn,Male,2021-08-04,4.18,0.22,2025-06-26,Healthy,,Not Bred,,0
ANM_1008,Goat,Sirohi,Female,2020-09-21,53.54,1.49,2025-06-26,Healthy,,Lactating,2024-12-09,5
ANM_1009,Chicken,Plymouth Rock,Female,2023-03-25,2.31,0.12,2025-06-26,Healthy,,Not Bred,,0
ANM_1010,Chicken,Plymouth Rock,Female,2020-09-07,5.0,0.27,2025-06-26,Healthy,,Lactating,2024-08-08,4
ANM_1011,Sheep,Nali,Male,2021-03-14,37.92,1.13,2025-06-26,Healthy,,Not Bred,,0
ANM_1012,Pig,Duroc,Male,2024-11-18,59.75,2.43,2025-06-26,Healthy,,Not Bred,,0
ANM_1013,Pig,Landrace,Female,2020-12-18,272.99,11.03,2025-06-26,Healthy,,Pregnant,2025-02-16,0
ANM_1014,Chicken,Native,Male,2022-12-16,3.4,0.18,2025-06-26,Healthy,,Not Bred,,0
ANM_1015,Chicken,Native,Female,2023-03-15,2.16,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_1016,Goat,Black Bengal,Female,2024-02-09,17.1,0.56,2025-06-26,Healthy,,Not Bred,,0
ANM_1017,Chicken,Broiler,Male,2020-11-19,4.83,0.24,2025-06-26,Healthy,,Not Bred,,0
ANM_1018,Cattle,Jersey,Female,2020-09-27,528.56,10.25,2025-06-26,Healthy,,Lactating,2025-04-15,3
ANM_1019,Sheep,Suffolk,Male,2024-11-27,16.15,0.43,2025-06-26,Healthy,,Not Bred,,0
ANM_1020,Pig,Duroc,Female,2024-01-26,43.39,2.15,2025-06-26,Healthy,,Not Bred,,0
ANM_1021,Sheep,Merino,Male,2022-07-31,32.35,0.83,2025-06-26,Healthy,,Not Bred,,0
ANM_1022,Chicken,Rhode Island Red,Female,2024-12-13,1.4,0.07,2025-06-26,Healthy,,Lactating,2024-07-29,3
ANM_1023,Chicken,Plymouth Rock,Female,2022-04-02,3.1,0.14,2025-06-26,Mild Illness,Anti-parasitic,Bred,2025-01-26,0
ANM_1024,Cattle,Holstein Friesian,Male,2021-05-27,414.21,8.94,2025-06-26,Healthy,,Not Bred,,0
ANM_1025,Cattle,Ongole,Male,2022-05-20,356.5,6.92,2025-06-26,Healthy,,Not Bred,,0
ANM_1026,Goat,Jamunapari,Male,2022-11-18,32.39,0.89,2025-06-26,Healthy,,Not Bred,,0
ANM_1027,Goat,Black Bengal,Male,2024-03-26,5.44,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_1028,Sheep,Suffolk,Male,2024-02-05,9.48,0.27,2025-06-26,Serious Illness,Vaccine,Not Bred,,0
ANM_1029,Cattle,Sahiwal,Female,2020-12-19,563.37,11.38,2025-06-26,Healthy,,Pregnant,2024-10-29,0
ANM_1030,Goat,Black Bengal,Female,2022-07-11,34.68,1.01,2025-06-26,Healthy,,Lactating,2024-08-18,4
ANM_1031,Chicken,Broiler,Male,2025-05-30,0.4,0.01,2025-06-26,Healthy,,Not Bred,,0
ANM_1032,Cattle,Jersey,Female,2025-01-27,25.33,1.0,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_1033,Sheep,Merino,Female,2023-08-26,25.99,0.71,2025-06-26,Mild Illness,Vaccine,Pregnant,2025-03-13,0
ANM_1034,Goat,Black Bengal,Male,2022-09-14,34.05,0.98,2025-06-26,Healthy,,Not Bred,,0
ANM_1035,Chicken,Rhode Island Red,Male,2024-11-30,1.39,0.09,2025-06-26,Healthy,,Not Bred,,0
ANM_1036,Sheep,Nali,Male,2023-02-04,25.09,0.8,2025-06-26,Healthy,,Not Bred,,0
ANM_1037,Sheep,Nali,Female,2023-12-18,24.43,0.66,2025-06-26,Healthy,,Not Bred,,0
ANM_1038,Sheep,Suffolk,Male,2022-05-11,36.23,1.14,2025-06-26,Healthy,,Not Bred,,0
ANM_1039,Chicken,Leghorn,Male,2025-02-12,0.22,0.01,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_1040,Cattle,Sahiwal,Female,2021-03-16,454.48,8.27,2025-06-26,Healthy,,Bred,2025-05-24,0
ANM_1041,Chicken,Broiler,Female,2024-05-24,1.33,0.08,2025-06-26,Healthy,,Pregnant,2024-08-11,0
ANM_1042,Pig,Yorkshire,Male,2024-07-08,71.83,3.14,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_1043,Chicken,Plymouth Rock,Female,2023-03-25,2.69,0.12,2025-06-26,Healthy,,Lactating,2025-01-14,2
ANM_1044,Sheep,Nali,Male,2025-01-06,11.15,0.28,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_1045,Goat,Jamunapari,Male,2023-05-28,23.39,0.69,2025-06-26,Healthy,,Not Bred,,0
ANM_1046,Goat,Beetal,Male,2021-08-06,43.8,1.32,2025-06-26,Healthy,,Not Bred,,0
ANM_1047,Pig,Yorkshire,Female,2020-08-01,245.77,10.07,2025-06-26,Healthy,,Pregnant,2024-11-15,0
ANM_1048,Chicken,Leghorn,Male,2022-12-30,2.97,0.15,2025-06-26,Healthy,,Not Bred,,0
ANM_1049,Sheep,Dorper,Male,2021-09-26,48.74,1.61,2025-06-26,Healthy,,Not Bred,,0
ANM_1050,Cattle,Sahiwal,Male,2022-04-24,367.33,7.7,2025-06-26,Healthy,,Not Bred,,0
ANM_1051,Chicken,Broiler,Male,2023-03-30,1.94,0.08,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_1052,Cattle,Gir,Male,2020-12-04,563.37,11.61,2025-06-26,Healthy,,Not Bred,,0
ANM_1053,Goat,Beetal,Female,2021-10-10,41.04,1.25,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_1054,Chicken,Leghorn,Female,2022-12-24,3.09,0.15,2025-06-26,Healthy,,Lactating,2024-10-26,1
ANM_1055,Chicken,Rhode Island Red,Male,2020-07-05,4.94,0.24,2025-06-26,Healthy,,Not Bred,,0
ANM_1056,Pig,Yorkshire,Female,2024-01-15,76.44,3.15,2025-06-26,Healthy,,Not Bred,,0
ANM_1057,Chicken,Broiler,Male,2023-08-09,1.79,0.11,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_1058,Cattle,Sahiwal,Male,2020-10-10,564.69,11.63,2025-06-26,Healthy,,Not Bred,,0
ANM_1059,Cattle,Holstein Friesian,Male,2025-02-25,20.0,1.0,2025-06-26,Healthy,,Not Bred,,0
ANM_1060,Cattle,Holstein Friesian,Female,2023-07-23,237.62,4.51,2025-06-26,Healthy,,Not Bred,,0
ANM_1061,Pig,Duroc,Male,2023-12-23,114.96,4.81,2025-06-26,Healthy,,Not Bred,,0
ANM_1062,Sheep,Deccani,Female,2023-09-28,20.08,0.78,2025-06-26,Healthy,,Bred,2025-03-05,0
ANM_1063,Cattle,Sahiwal,Male,2025-01-26,54.74,1.0,2025-06-26,Healthy,,Not Bred,,0
ANM_1064,Chicken,Rhode Island Red,Female,2022-11-25,3.16,0.16,2025-06-26,Healthy,,Lactating,2025-04-15,5
ANM_1065,Chicken,Leghorn,Female,2023-11-14,2.3,0.12,2025-06-26,Healthy,,Not Bred,,0
ANM_1066,Pig,Large White,Male,2023-05-31,100.76,3.77,2025-06-26,Serious Illness,Anti-parasitic,Not Bred,,0
ANM_1067,Chicken,Plymouth Rock,Female,2025-02-22,0.26,0.02,2025-06-26,Healthy,,Not Bred,,0
ANM_1068,Pig,Yorkshire,Male,2021-01-28,210.71,8.09,2025-06-26,Healthy,,Not Bred,,0
ANM_1069,Pig,Landrace,Male,2023-01-14,130.51,4.83,2025-06-26,Healthy,,Not Bred,,0
ANM_1070,Chicken,Leghorn,Male,2023-08-31,2.04,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_1071,Goat,Sirohi,Male,2021-11-09,38.02,1.22,2025-06-26,Healthy,,Not Bred,,0
ANM_1072,Goat,Tellicherry,Female,2021-12-18,55.77,1.75,2025-06-26,Serious Illness,Antibiotic,Lactating,2025-01-05,3
ANM_1073,Chicken,Native,Female,2022-12-02,3.02,0.16,2025-06-26,Healthy,,Not Bred,,0
ANM_1074,Sheep,Dorper,Female,2022-04-23,30.46,0.8,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_1075,Cattle,Ongole,Female,2021-02-04,482.97,9.51,2025-06-26,Healthy,,Lactating,2025-06-11,3
ANM_1076,Pig,Duroc,Male,2021-10-25,208.27,8.49,2025-06-26,Healthy,,Not Bred,,0
ANM_1077,Cattle,Gir,Female,2024-01-01,146.55,2.87,2025-06-26,Serious Illness,Antibiotic,Pregnant,2024-12-18,0
ANM_1078,Pig,Yorkshire,Female,2022-05-02,163.62,6.34,2025-06-26,Healthy,,Pregnant,2025-02-21,0
ANM_1079,Goat,Sirohi,Male,2020-10-10,52.51,1.6,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_1080,Chicken,Rhode Island Red,Male,2021-03-22,3.99,0.19,2025-06-26,Healthy,,Not Bred,,0
ANM_1081,Goat,Beetal,Female,2021-10-02,45.26,1.35,2025-06-26,Healthy,,Pregnant,2024-12-11,0
ANM_1082,Goat,Sirohi,Female,2023-07-01,26.03,0.89,2025-06-26,Healthy,,Lactating,2025-03-29,4
ANM_1083,Goat,Beetal,Female,2022-12-20,37.22,1.23,2025-06-26,Healthy,,Not Bred,,0
ANM_1084,Sheep,Suffolk,Female,2021-11-09,51.04,1.41,2025-06-26,Healthy,,Not Bred,,0
ANM_1085,Cattle,Holstein Friesian,Female,2022-03-19,380.72,7.92,2025-06-26,Healthy,,Not Bred,,0
ANM_1086,Cattle,Jersey,Female,2023-01-25,256.4,5.36,2025-06-26,Healthy,,Lactating,2025-04-30,1
ANM_1087,Cattle,Sahiwal,Female,2024-07-01,165.43,2.89,2025-06-26,Mild Illness,Anti-parasitic,Pregnant,2024-09-26,0
ANM_1088,Pig,Landrace,Male,2023-02-25,107.06,4.16,2025-06-26,Healthy,,Not Bred,,0
ANM_1089,Goat,Jamunapari,Male,2025-04-06,5.62,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_1090,Chicken,Broiler,Female,2022-09-03,3.16,0.16,2025-06-26,Healthy,,Not Bred,,0
ANM_1091,Chicken,Rhode Island Red,Male,2021-12-27,3.96,0.21,2025-06-26,Healthy,,Not Bred,,0
ANM_1092,Chicken,Plymouth Rock,Female,2021-08-04,3.98,0.2,2025-06-26,Healthy,,Not Bred,,0
ANM_1093,Cattle,Sahiwal,Male,2025-03-17,57.19,1.36,2025-06-26,Healthy,,Not Bred,,0
ANM_1094,Sheep,Deccani,Male,2025-01-06,9.22,0.48,2025-06-26,Healthy,,Not Bred,,0
ANM_1095,Cattle,Sahiwal,Male,2024-12-29,162.22,3.15,2025-06-26,Healthy,,Not Bred,,0
ANM_1096,Cattle,Sahiwal,Male,2024-01-05,165.83,3.86,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_1097,Chicken,Leghorn,Female,2022-01-04,2.95,0.16,2025-06-26,Healthy,,Bred,2024-07-11,0
ANM_1098,Chicken,Plymouth Rock,Female,2020-10-22,5.38,0.26,2025-06-26,Healthy,,Bred,2025-01-25,0
ANM_1099,Chicken,Plymouth Rock,Male,2020-07-25,5.38,0.26,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_1100,Sheep,Suffolk,Female,2021-11-28,50.98,1.53,2025-06-26,Healthy,,Not Bred,,0
ANM_1101,Chicken,Plymouth Rock,Female,2022-09-26,3.03,0.15,2025-06-26,Healthy,,Lactating,2024-12-15,4
ANM_1102,Goat,Black Bengal,Female,2021-10-28,48.08,1.33,2025-06-26,Mild Illness,Vaccine,Lactating,2025-03-14,3
ANM_1103,Cattle,Gir,Male,2022-02-13,332.49,6.43,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_1104,Chicken,Rhode Island Red,Female,2021-06-09,4.2,0.24,2025-06-26,Healthy,,Bred,2024-09-18,0
ANM_1105,Pig,Large White,Female,2020-07-02,238.19,9.5,2025-06-26,Healthy,,Not Bred,,0
ANM_1106,Cattle,Jersey,Female,2025-04-03,34.27,1.13,2025-06-26,Healthy,,Lactating,2025-04-07,1
ANM_1107,Cattle,Jersey,Female,2024-04-12,145.69,2.61,2025-06-26,Healthy,,Lactating,2024-08-10,4
ANM_1108,Pig,Duroc,Male,2022-01-15,168.63,7.19,2025-06-26,Healthy,,Not Bred,,0
ANM_1109,Pig,Yorkshire,Female,2020-09-19,270.71,10.35,2025-06-26,Healthy,,Pregnant,2025-05-11,0
ANM_1110,Chicken,Broiler,Female,2020-11-15,5.32,0.28,2025-06-26,Healthy,,Not Bred,,0
ANM_1111,Chicken,Broiler,Female,2022-09-02,3.03,0.16,2025-06-26,Healthy,,Bred,2024-09-22,0
ANM_1112,Chicken,Native,Male,2023-05-30,2.28,0.11,2025-06-26,Healthy,,Not Bred,,0
ANM_1113,Pig,Yorkshire,Female,2023-04-28,118.12,4.76,2025-06-26,Healthy,,Lactating,2024-12-26,4
ANM_1114,Cattle,Jersey,Female,2023-03-14,272.58,4.83,2025-06-26,Healthy,,Pregnant,2024-12-10,0
ANM_1115,Goat,Tellicherry,Male,2024-04-24,16.44,0.53,2025-06-26,Healthy,,Not Bred,,0
ANM_1116,Pig,Large White,Male,2025-05-08,5.98,0.5,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_1117,Goat,Beetal,Male,2021-11-29,39.77,1.2,2025-06-26,Healthy,,Not Bred,,0
ANM_1118,Cattle,Jersey,Female,2022-05-13,342.97,7.09,2025-06-26,Healthy,,Not Bred,,0
ANM_1119,Sheep,Dorper,Female,2021-02-27,51.49,1.38,2025-06-26,Healthy,,Not Bred,,0
ANM_1120,Pig,Duroc,Male,2022-04-04,162.91,6.26,2025-06-26,Serious Illness,Anti-parasitic,Not Bred,,0
ANM_1121,Chicken,Rhode Island Red,Female,2024-05-31,1.4,0.07,2025-06-26,Healthy,,Pregnant,2025-04-13,0
ANM_1122,Chicken,Rhode Island Red,Male,2021-11-03,3.85,0.2,2025-06-26,Healthy,,Not Bred,,0
ANM_1123,Cattle,Holstein Friesian,Male,2022-01-11,315.49,6.03,2025-06-26,Healthy,,Not Bred,,0
ANM_1124,Chicken,Plymouth Rock,Male,2020-12-03,5.11,0.25,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_1125,Goat,Tellicherry,Female,2023-06-08,35.86,1.02,2025-06-26,Mild Illness,Antibiotic,Pregnant,2024-12-15,0
ANM_1126,Sheep,Suffolk,Female,2025-06-06,3.05,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_1127,Sheep,Merino,Female,2025-06-05,13.13,0.45,2025-06-26,Serious Illness,Antibiotic,Pregnant,2024-07-26,0
ANM_1128,Pig,Landrace,Male,2023-09-24,87.37,3.57,2025-06-26,Healthy,,Not Bred,,0
ANM_1129,Sheep,Nali,Male,2023-10-28,25.65,0.67,2025-06-26,Healthy,,Not Bred,,0
ANM_1130,Pig,Duroc,Female,2023-08-23,122.57,4.86,2025-06-26,Healthy,,Pregnant,2024-07-02,0
ANM_1131,Goat,Tellicherry,Female,2022-03-31,38.95,1.22,2025-06-26,Serious Illness,Antibiotic,Lactating,2024-12-08,2
ANM_1132,Goat,Sirohi,Female,2021-11-10,36.51,1.18,2025-06-26,Serious Illness,Pain Reliever,Not Bred,,0
ANM_1133,Chicken,Plymouth Rock,Male,2024-05-30,1.01,0.06,2025-06-26,Healthy,,Not Bred,,0
ANM_1134,Cattle,Ongole,Male,2022-07-25,368.48,7.72,2025-06-26,Healthy,,Not Bred,,0
ANM_1135,Pig,Duroc,Female,2021-09-26,210.39,8.46,2025-06-26,Mild Illness,Pain Reliever,Lactating,2025-06-03,3
ANM_1136,Pig,Yorkshire,Male,2021-06-13,222.84,8.86,2025-06-26,Healthy,,Not Bred,,0
ANM_1137,Sheep,Suffolk,Male,2022-01-26,43.8,1.39,2025-06-26,Healthy,,Not Bred,,0
ANM_1138,Cattle,Sahiwal,Male,2020-09-06,541.45,11.02,2025-06-26,Healthy,,Not Bred,,0
ANM_1139,Chicken,Plymouth Rock,Female,2022-05-26,3.39,0.17,2025-06-26,Healthy,,Pregnant,2024-12-07,0
ANM_1140,Goat,Sirohi,Male,2023-11-13,23.6,0.74,2025-06-26,Healthy,,Not Bred,,0
ANM_1141,Goat,Tellicherry,Male,2024-01-14,11.57,0.25,2025-06-26,Healthy,,Not Bred,,0
ANM_1142,Cattle,Holstein Friesian,Female,2023-08-15,226.1,4.57,2025-06-26,Healthy,,Pregnant,2024-09-25,0
ANM_1143,Goat,Black Bengal,Male,2020-10-10,55.72,1.78,2025-06-26,Healthy,,Not Bred,,0
ANM_1144,Sheep,Dorper,Female,2024-11-24,4.49,0.25,2025-06-26,Healthy,,Pregnant,2024-08-23,0
ANM_1145,Chicken,Rhode Island Red,Female,2025-01-29,0.1,0.01,2025-06-26,Healthy,,Not Bred,,0
ANM_1146,Pig,Large White,Male,2025-02-09,17.17,0.99,2025-06-26,Healthy,,Not Bred,,0
ANM_1147,Goat,Beetal,Female,2024-07-14,13.72,0.37,2025-06-26,Healthy,,Not Bred,,0
ANM_1148,Cattle,Jersey,Female,2024-07-01,172.03,3.58,2025-06-26,Healthy,,Pregnant,2024-07-18,0
ANM_1149,Pig,Yorkshire,Male,2021-11-18,211.19,8.45,2025-06-26,Healthy,,Not Bred,,0
ANM_1150,Chicken,Plymouth Rock,Male,2021-07-22,3.68,0.18,2025-06-26,Healthy,,Not Bred,,0
ANM_1151,Sheep,Dorper,Male,2021-02-07,53.49,1.61,2025-06-26,Healthy,,Not Bred,,0
ANM_1152,Cattle,Ongole,Female,2024-03-25,178.36,3.64,2025-06-26,Healthy,,Lactating,2025-05-10,3
ANM_1153,Cattle,Ongole,Female,2024-11-18,143.93,2.58,2025-06-26,Healthy,,Pregnant,2024-11-25,0
ANM_1154,Chicken,Broiler,Male,2020-12-21,5.0,0.26,2025-06-26,Healthy,,Not Bred,,0
ANM_1155,Goat,Black Bengal,Female,2022-10-20,32.29,0.96,2025-06-26,Healthy,,Pregnant,2024-08-19,0
ANM_1156,Goat,Jamunapari,Female,2022-03-20,31.64,0.82,2025-06-26,Mild Illness,Vaccine,Pregnant,2024-06-26,0
ANM_1157,Cattle,Holstein Friesian,Male,2022-06-27,325.46,6.05,2025-06-26,Healthy,,Not Bred,,0
ANM_1158,Goat,Jamunapari,Female,2021-08-14,36.16,1.22,2025-06-26,Healthy,,Bred,2025-06-20,0
ANM_1159,Chicken,Plymouth Rock,Female,2020-11-21,5.12,0.25,2025-06-26,Healthy,,Pregnant,2025-03-15,0
ANM_1160,Chicken,Rhode Island Red,Male,2024-04-08,1.1,0.05,2025-06-26,Healthy,,Not Bred,,0
ANM_1161,Chicken,Native,Female,2021-11-01,4.42,0.23,2025-06-26,Serious Illness,Vaccine,Pregnant,2024-07-17,0
ANM_1162,Pig,Large White,Female,2024-11-18,49.99,2.3,2025-06-26,Healthy,,Not Bred,,0
ANM_1163,Cattle,Jersey,Female,2021-09-04,472.76,9.28,2025-06-26,Healthy,,Lactating,2024-11-24,2
ANM_1164,Pig,Large White,Female,2024-10-14,47.21,1.98,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_1165,Pig,Landrace,Female,2021-10-09,217.72,8.69,2025-06-26,Healthy,,Not Bred,,0
ANM_1166,Pig,Landrace,Female,2022-02-28,168.1,6.83,2025-06-26,Healthy,,Not Bred,,0
ANM_1167,Sheep,Nali,Male,2020-08-09,55.12,1.61,2025-06-26,Healthy,,Not Bred,,0
ANM_1168,Pig,Landrace,Male,2022-11-26,162.87,6.51,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_1169,Sheep,Nali,Male,2022-01-27,31.58,1.16,2025-06-26,Healthy,,Not Bred,,0
ANM_1170,Sheep,Deccani,Male,2024-01-27,20.74,0.47,2025-06-26,Healthy,,Not Bred,,0
ANM_1171,Cattle,Ongole,Male,2023-10-30,241.57,4.39,2025-06-26,Healthy,,Not Bred,,0
ANM_1172,Chicken,Native,Female,2021-09-12,4.14,0.2,2025-06-26,Healthy,,Not Bred,,0
ANM_1173,Pig,Landrace,Female,2022-10-04,149.2,6.14,2025-06-26,Healthy,,Pregnant,2025-04-27,0
ANM_1174,Goat,Sirohi,Male,2024-09-26,23.79,0.93,2025-06-26,Healthy,,Not Bred,,0
ANM_1175,Cattle,Sahiwal,Male,2024-12-31,145.2,3.14,2025-06-26,Healthy,,Not Bred,,0
ANM_1176,Goat,Tellicherry,Male,2025-03-26,8.35,0.25,2025-06-26,Healthy,,Not Bred,,0
ANM_1177,Goat,Beetal,Female,2022-06-29,38.12,1.05,2025-06-26,Healthy,,Bred,2025-01-21,0
ANM_1178,Cattle,Holstein Friesian,Female,2020-10-24,556.88,11.53,2025-06-26,Healthy,,Not Bred,,0
ANM_1179,Cattle,Jersey,Female,2022-10-22,329.91,7.38,2025-06-26,Healthy,,Lactating,2025-06-19,1
ANM_1180,Pig,Duroc,Male,2020-09-29,260.42,10.59,2025-06-26,Serious Illness,Anti-parasitic,Not Bred,,0
ANM_1181,Chicken,Broiler,Female,2022-03-14,3.04,0.14,2025-06-26,Serious Illness,Anti-parasitic,Lactating,2025-05-18,4
ANM_1182,Goat,Sirohi,Female,2022-12-15,32.57,1.05,2025-06-26,Healthy,,Not Bred,,0
ANM_1183,Cattle,Jersey,Female,2023-12-11,254.85,5.62,2025-06-26,Healthy,,Not Bred,,0
ANM_1184,Goat,Jamunapari,Male,2021-04-04,47.52,1.52,2025-06-26,Healthy,,Not Bred,,0
ANM_1185,Chicken,Leghorn,Male,2021-08-25,4.16,0.23,2025-06-26,Healthy,,Not Bred,,0
ANM_1186,Sheep,Dorper,Male,2021-06-16,43.44,1.23,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_1187,Sheep,Suffolk,Female,2024-11-17,14.43,0.45,2025-06-26,Healthy,,Lactating,2024-08-09,1
ANM_1188,Pig,Large White,Male,2024-02-27,72.94,2.83,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_1189,Sheep,Dorper,Female,2023-11-25,28.34,0.95,2025-06-26,Healthy,,Not Bred,,0
ANM_1190,Cattle,Sahiwal,Male,2022-01-14,334.09,6.47,2025-06-26,Healthy,,Not Bred,,0
ANM_1191,Goat,Jamunapari,Female,2023-06-18,21.38,0.6,2025-06-26,Healthy,,Lactating,2024-07-13,2
ANM_1192,Sheep,Suffolk,Male,2022-11-24,34.41,1.17,2025-06-26,Healthy,,Not Bred,,0
ANM_1193,Chicken,Rhode Island Red,Male,2024-03-02,1.18,0.06,2025-06-26,Healthy,,Not Bred,,0
ANM_1194,Cattle,Sahiwal,Female,2022-01-07,339.54,7.26,2025-06-26,Healthy,,Lactating,2024-08-17,1
ANM_1195,Goat,Sirohi,Male,2024-08-07,20.45,0.73,2025-06-26,Healthy,,Not Bred,,0
ANM_1196,Pig,Landrace,Female,2021-03-26,212.7,8.36,2025-06-26,Healthy,,Pregnant,2025-06-04,0
ANM_1197,Goat,Black Bengal,Male,2021-07-11,56.97,1.55,2025-06-26,Healthy,,Not Bred,,0
ANM_1198,Sheep,Dorper,Female,2021-11-21,45.75,1.67,2025-06-26,Healthy,,Not Bred,,0
ANM_1199,Pig,Yorkshire,Female,2024-05-08,56.55,2.49,2025-06-26,Healthy,,Not Bred,,0
ANM_1200,Sheep,Merino,Female,2022-03-27,36.15,1.3,2025-06-26,Healthy,,Lactating,2025-01-02,4
ANM_1201,Cattle,Gir,Female,2021-02-17,447.07,8.92,2025-06-26,Healthy,,Not Bred,,0
ANM_1202,Pig,Large White,Female,2024-11-04,46.54,1.99,2025-06-26,Healthy,,Pregnant,2024-08-31,0
ANM_1203,Chicken,Broiler,Female,2020-10-13,5.27,0.28,2025-06-26,Healthy,,Pregnant,2024-09-20,0
ANM_1204,Sheep,Merino,Male,2025-04-29,18.33,0.47,2025-06-26,Healthy,,Not Bred,,0
ANM_1205,Pig,Large White,Female,2025-05-14,19.24,0.5,2025-06-26,Healthy,,Not Bred,,0
ANM_1206,Cattle,Sahiwal,Female,2023-04-15,260.47,4.67,2025-06-26,Healthy,,Not Bred,,0
ANM_1207,Goat,Tellicherry,Female,2022-12-13,33.58,0.91,2025-06-26,Healthy,,Lactating,2025-05-04,3
ANM_1208,Chicken,Native,Female,2021-02-15,4.37,0.22,2025-06-26,Healthy,,Bred,2024-11-05,0
ANM_1209,Chicken,Native,Male,2021-12-28,4.09,0.21,2025-06-26,Healthy,,Not Bred,,0
ANM_1210,Goat,Black Bengal,Male,2024-10-23,8.23,0.42,2025-06-26,Healthy,,Not Bred,,0
ANM_1211,Goat,Black Bengal,Female,2024-11-12,22.19,0.55,2025-06-26,Healthy,,Bred,2025-05-20,0
ANM_1212,Cattle,Sahiwal,Male,2025-01-09,93.97,1.81,2025-06-26,Healthy,,Not Bred,,0
ANM_1213,Goat,Black Bengal,Female,2021-02-08,50.64,1.39,2025-06-26,Healthy,,Not Bred,,0
ANM_1214,Sheep,Deccani,Female,2022-11-24,32.1,0.97,2025-06-26,Healthy,,Not Bred,,0
ANM_1215,Chicken,Native,Male,2024-10-23,0.82,0.04,2025-06-26,Serious Illness,Pain Reliever,Not Bred,,0
ANM_1216,Pig,Yorkshire,Female,2021-05-18,222.75,8.97,2025-06-26,Healthy,,Lactating,2025-02-14,2
ANM_1217,Chicken,Broiler,Female,2020-11-28,4.81,0.25,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_1218,Pig,Large White,Female,2022-12-13,158.52,6.47,2025-06-26,Healthy,,Bred,2025-04-13,0
ANM_1219,Goat,Jamunapari,Male,2021-12-16,48.92,1.4,2025-06-26,Healthy,,Not Bred,,0
ANM_1220,Cattle,Gir,Female,2024-12-04,173.44,3.9,2025-06-26,Healthy,,Pregnant,2025-01-18,0
ANM_1221,Pig,Large White,Male,2024-07-11,54.46,2.35,2025-06-26,Healthy,,Not Bred,,0
ANM_1222,Sheep,Dorper,Female,2021-04-03,48.56,1.41,2025-06-26,Serious Illness,Pain Reliever,Pregnant,2025-04-17,0
ANM_1223,Pig,Duroc,Male,2023-03-11,111.45,4.48,2025-06-26,Healthy,,Not Bred,,0
ANM_1224,Chicken,Broiler,Female,2024-04-05,1.2,0.07,2025-06-26,Healthy,,Pregnant,2025-02-20,0
ANM_1225,Goat,Sirohi,Male,2021-01-04,46.88,1.36,2025-06-26,Healthy,,Not Bred,,0
ANM_1226,Chicken,Plymouth Rock,Male,2024-06-15,1.1,0.06,2025-06-26,Healthy,,Not Bred,,0
ANM_1227,Pig,Yorkshire,Female,2022-04-08,181.4,7.18,2025-06-26,Healthy,,Pregnant,2024-07-20,0
ANM_1228,Sheep,Deccani,Male,2024-10-10,7.79,0.12,2025-06-26,Healthy,,Not Bred,,0
ANM_1229,Goat,Jamunapari,Female,2023-02-02,27.33,0.8,2025-06-26,Healthy,,Not Bred,,0
ANM_1230,Goat,Tellicherry,Male,2022-02-21,42.42,1.29,2025-06-26,Healthy,,Not Bred,,0
ANM_1231,Pig,Landrace,Male,2022-02-28,158.32,6.04,2025-06-26,Healthy,,Not Bred,,0
ANM_1232,Chicken,Leghorn,Male,2021-05-07,3.97,0.2,2025-06-26,Healthy,,Not Bred,,0
